PERSONID,RECORDACTIVITYDATE,TESTSCORE,TESTSCORETYPERAW,TESTDATE
59132,10/08/2015 11:31:13,24,A05,09/15/2011 00:00:00
59133,10/08/2015 11:31:15,31,A05,09/15/2011 00:00:00
59134,10/08/2015 11:31:17,32,A05,09/15/2011 00:00:00
59135,10/08/2015 11:31:19,25,A05,09/15/2011 00:00:00
59136,10/08/2015 11:31:21,18,A05,09/15/2011 00:00:00
59137,10/08/2015 11:31:23,21,A05,09/15/2011 00:00:00
59138,10/08/2015 11:31:25,28,A05,09/15/2011 00:00:00
59139,10/08/2015 11:31:27,35,A05,09/15/2011 00:00:00
59140,10/08/2015 11:31:28,22,A05,09/15/2011 00:00:00
59141,10/08/2015 11:31:30,29,A05,09/15/2011 00:00:00
59142,10/08/2015 11:31:32,34,A05,09/15/2011 00:00:00
59143,10/08/2015 11:31:34,27,A05,09/15/2011 00:00:00
59144,10/08/2015 11:31:35,20,A05,09/15/2011 00:00:00
59145,10/08/2015 11:31:37,19,A05,09/15/2011 00:00:00
59146,10/08/2015 11:31:39,26,A05,09/15/2011 00:00:00
59147,10/08/2015 11:31:41,33,A05,09/15/2011 00:00:00
59148,10/08/2015 11:31:43,20,A05,09/15/2011 00:00:00
59149,10/08/2015 11:31:45,27,A05,09/15/2011 00:00:00
59150,10/08/2015 11:31:47,34,A05,09/15/2011 00:00:00
59151,10/08/2015 11:31:48,29,A05,09/15/2011 00:00:00
59152,10/08/2015 11:31:50,22,A05,09/15/2011 00:00:00
59153,10/08/2015 11:31:52,17,A05,09/15/2011 00:00:00
59154,10/08/2015 11:31:54,24,A05,09/15/2011 00:00:00
59155,10/08/2015 11:31:55,31,A05,09/15/2011 00:00:00
59156,10/08/2015 11:31:57,18,A05,09/15/2011 00:00:00
59157,10/08/2015 11:31:59,25,A05,09/15/2011 00:00:00
59158,10/08/2015 11:32:01,32,A05,09/15/2011 00:00:00
59159,10/08/2015 11:32:03,31,A05,09/15/2011 00:00:00
59160,10/08/2015 11:32:04,24,A05,09/15/2011 00:00:00
59161,10/08/2015 11:32:06,21,A05,09/15/2011 00:00:00
59162,10/08/2015 11:32:08,28,A05,09/15/2011 00:00:00
59163,10/08/2015 11:32:10,35,A05,09/15/2011 00:00:00
59164,10/08/2015 11:32:11,28,A05,09/15/2011 00:00:00
59165,10/08/2015 11:32:13,21,A05,09/15/2011 00:00:00
59166,10/08/2015 11:32:15,18,A05,09/15/2011 00:00:00
59167,10/08/2015 11:32:17,25,A05,09/15/2011 00:00:00
59168,10/08/2015 11:32:19,32,A05,09/15/2011 00:00:00
59169,10/08/2015 11:32:21,19,A05,09/15/2011 00:00:00
59170,10/08/2015 11:32:23,26,A05,09/15/2011 00:00:00
59171,10/08/2015 11:32:24,33,A05,09/15/2011 00:00:00
59172,10/08/2015 11:32:26,30,A05,09/15/2011 00:00:00
59173,10/08/2015 11:32:28,23,A05,09/15/2011 00:00:00
59174,10/08/2015 11:32:30,16,A05,09/15/2011 00:00:00
59175,10/08/2015 11:32:32,23,A05,09/15/2011 00:00:00
59176,10/08/2015 11:32:34,30,A05,09/15/2011 00:00:00
59177,10/08/2015 11:32:36,17,A05,09/15/2011 00:00:00
59178,10/08/2015 11:32:37,24,A05,09/15/2011 00:00:00
59179,10/08/2015 11:32:39,31,A05,09/15/2011 00:00:00
59180,10/08/2015 11:32:41,32,A05,09/15/2011 00:00:00
59181,10/08/2015 11:32:43,25,A05,09/15/2011 00:00:00
59182,10/08/2015 11:32:45,18,A05,09/15/2011 00:00:00
59183,10/08/2015 11:32:46,21,A05,09/15/2011 00:00:00
59184,10/08/2015 11:32:48,28,A05,09/15/2011 00:00:00
59185,10/08/2015 11:32:50,35,A05,09/15/2011 00:00:00
59186,10/08/2015 11:32:52,22,A05,09/15/2011 00:00:00
59187,10/08/2015 11:32:54,29,A05,09/15/2011 00:00:00
59188,10/08/2015 11:32:55,34,A05,09/15/2011 00:00:00
59189,10/08/2015 11:32:57,24,A05,09/15/2011 00:00:00
59190,10/08/2015 11:32:59,17,A05,09/15/2011 00:00:00
59191,10/08/2015 11:33:00,22,A05,09/15/2011 00:00:00
59192,10/08/2015 11:33:02,29,A05,09/15/2011 00:00:00
59193,10/08/2015 11:33:04,36,A05,09/15/2011 00:00:00
59194,10/08/2015 11:33:06,23,A05,09/15/2011 00:00:00
59195,10/08/2015 11:33:08,30,A05,09/15/2011 00:00:00
59196,10/08/2015 11:33:09,33,A05,09/15/2011 00:00:00
59197,10/08/2015 11:33:11,26,A05,09/15/2011 00:00:00
59198,10/08/2015 11:33:13,19,A05,09/15/2011 00:00:00
59199,10/08/2015 11:33:14,20,A05,09/15/2011 00:00:00
59200,10/08/2015 11:33:16,27,A05,09/15/2011 00:00:00
59201,10/08/2015 11:33:18,34,A05,09/15/2011 00:00:00
59202,10/08/2015 11:33:20,21,A05,09/15/2011 00:00:00
59203,10/08/2015 11:33:22,28,A05,09/15/2011 00:00:00
59204,10/08/2015 11:33:23,35,A05,09/15/2011 00:00:00
59205,10/08/2015 11:33:25,28,A05,09/15/2011 00:00:00
59206,10/08/2015 11:33:27,21,A05,09/15/2011 00:00:00
59207,10/08/2015 11:33:29,18,A05,09/15/2011 00:00:00
59208,10/08/2015 11:33:31,25,A05,09/15/2011 00:00:00
59209,10/08/2015 11:33:33,32,A05,09/15/2011 00:00:00
59210,10/08/2015 11:33:34,19,A05,09/15/2011 00:00:00
59211,10/08/2015 11:33:36,26,A05,09/15/2011 00:00:00
59212,10/08/2015 11:33:38,33,A05,09/15/2011 00:00:00
59213,10/08/2015 11:33:40,30,A05,09/15/2011 00:00:00
59214,10/08/2015 11:33:41,23,A05,09/15/2011 00:00:00
59215,10/08/2015 11:33:43,16,A05,09/15/2011 00:00:00
59216,10/08/2015 11:33:45,23,A05,09/15/2011 00:00:00
59217,10/08/2015 11:33:47,30,A05,09/15/2011 00:00:00
59218,10/08/2015 11:33:49,17,A05,09/15/2011 00:00:00
59219,10/08/2015 11:33:51,24,A05,09/15/2011 00:00:00
59220,10/08/2015 11:33:52,31,A05,09/15/2011 00:00:00
59221,10/08/2015 11:33:54,32,A05,09/15/2011 00:00:00
59222,10/08/2015 11:33:56,25,A05,09/15/2011 00:00:00
59223,10/08/2015 11:33:58,18,A05,09/15/2011 00:00:00
59224,10/08/2015 11:34:00,21,A05,09/15/2011 00:00:00
59225,10/08/2015 11:34:02,28,A05,09/15/2011 00:00:00
59226,10/08/2015 11:34:04,35,A05,09/15/2011 00:00:00
59227,10/08/2015 11:34:05,22,A05,09/15/2011 00:00:00
59228,10/08/2015 11:34:07,29,A05,09/15/2011 00:00:00
59229,10/08/2015 11:34:09,34,A05,09/15/2011 00:00:00
59230,10/08/2015 11:34:11,27,A05,09/15/2011 00:00:00
59231,10/08/2015 11:34:12,20,A05,09/15/2011 00:00:00
59232,10/08/2015 13:04:38,19,A05,09/15/2011 00:00:00
59233,10/08/2015 13:04:40,26,A05,09/15/2011 00:00:00
59234,10/08/2015 13:04:42,33,A05,09/15/2011 00:00:00
59235,10/08/2015 13:04:44,20,A05,09/15/2011 00:00:00
59236,10/08/2015 13:04:46,27,A05,09/15/2011 00:00:00
59237,10/08/2015 13:04:47,34,A05,09/15/2011 00:00:00
59238,10/08/2015 13:04:49,29,A05,09/15/2011 00:00:00
59239,10/08/2015 13:04:51,22,A05,09/15/2011 00:00:00
59240,10/08/2015 13:04:53,17,A05,09/15/2011 00:00:00
59241,10/08/2015 13:04:54,24,A05,09/15/2011 00:00:00
59242,10/08/2015 13:04:56,31,A05,09/15/2011 00:00:00
59243,10/08/2015 13:04:58,18,A05,09/15/2011 00:00:00
59244,10/08/2015 13:04:59,25,A05,09/15/2011 00:00:00
59245,10/08/2015 13:05:01,32,A05,09/15/2011 00:00:00
59246,10/08/2015 13:05:03,31,A05,09/15/2011 00:00:00
59247,10/08/2015 13:05:04,24,A05,09/15/2011 00:00:00
59248,10/08/2015 13:05:06,17,A05,09/15/2011 00:00:00
59249,10/08/2015 13:05:08,22,A05,09/15/2011 00:00:00
59250,10/08/2015 13:05:09,29,A05,09/15/2011 00:00:00
59251,10/08/2015 13:05:11,36,A05,09/15/2011 00:00:00
59252,10/08/2015 13:05:13,23,A05,09/15/2011 00:00:00
59253,10/08/2015 13:05:15,30,A05,09/15/2011 00:00:00
59254,10/08/2015 13:05:16,33,A05,09/15/2011 00:00:00
59255,10/08/2015 13:05:18,26,A05,09/15/2011 00:00:00
59256,10/08/2015 13:05:20,19,A05,09/15/2011 00:00:00
59257,10/08/2015 13:05:21,20,A05,09/15/2011 00:00:00
59258,10/08/2015 13:05:23,27,A05,09/15/2011 00:00:00
59259,10/08/2015 13:05:24,34,A05,09/15/2011 00:00:00
59260,10/08/2015 13:05:26,21,A05,09/15/2011 00:00:00
59261,10/08/2015 13:05:28,28,A05,09/15/2011 00:00:00
59262,10/08/2015 13:05:30,35,A05,09/15/2011 00:00:00
59263,10/08/2015 13:05:31,28,A05,09/15/2011 00:00:00
59264,10/08/2015 13:05:33,21,A05,09/15/2011 00:00:00
59265,10/08/2015 13:05:35,18,A05,09/15/2011 00:00:00
59266,10/08/2015 13:05:36,25,A05,09/15/2011 00:00:00
59267,10/08/2015 13:05:38,32,A05,09/15/2011 00:00:00
59268,10/08/2015 13:05:40,19,A05,09/15/2011 00:00:00
59269,10/08/2015 13:05:41,26,A05,09/15/2011 00:00:00
59270,10/08/2015 13:05:43,33,A05,09/15/2011 00:00:00
59271,10/08/2015 13:05:45,30,A05,09/15/2011 00:00:00
59272,10/08/2015 13:05:46,23,A05,09/15/2011 00:00:00
59273,10/08/2015 13:05:48,16,A05,09/15/2011 00:00:00
59274,10/08/2015 13:05:49,23,A05,09/15/2011 00:00:00
59275,10/08/2015 13:05:51,30,A05,09/15/2011 00:00:00
59276,10/08/2015 13:05:53,17,A05,09/15/2011 00:00:00
59277,10/08/2015 13:05:54,24,A05,09/15/2011 00:00:00
59278,10/08/2015 13:05:56,31,A05,09/15/2011 00:00:00
59279,10/08/2015 13:05:58,32,A05,09/15/2011 00:00:00
59280,10/08/2015 13:05:59,25,A05,09/15/2011 00:00:00
59281,10/08/2015 13:06:02,18,A05,09/15/2011 00:00:00
59282,10/08/2015 13:06:04,21,A05,09/15/2011 00:00:00
59283,10/08/2015 13:06:05,28,A05,09/15/2011 00:00:00
59284,10/08/2015 13:06:07,35,A05,09/15/2011 00:00:00
59285,10/08/2015 13:06:09,22,A05,09/15/2011 00:00:00
59286,10/08/2015 13:06:10,29,A05,09/15/2011 00:00:00
59287,10/08/2015 13:06:12,34,A05,09/15/2011 00:00:00
59288,10/08/2015 13:06:14,27,A05,09/15/2011 00:00:00
59289,10/08/2015 13:06:16,20,A05,09/15/2011 00:00:00
59290,10/08/2015 13:06:17,19,A05,09/15/2011 00:00:00
59291,10/08/2015 13:06:19,26,A05,09/15/2011 00:00:00
59292,10/08/2015 13:06:21,33,A05,09/15/2011 00:00:00
59293,10/08/2015 13:06:23,20,A05,09/15/2011 00:00:00
59294,10/08/2015 13:06:25,27,A05,09/15/2011 00:00:00
59295,10/08/2015 13:06:26,34,A05,09/15/2011 00:00:00
59296,10/08/2015 13:06:28,29,A05,09/15/2011 00:00:00
59297,10/08/2015 13:06:30,22,A05,09/15/2011 00:00:00
59298,10/08/2015 13:06:31,17,A05,09/15/2011 00:00:00
59299,10/08/2015 13:06:33,24,A05,09/15/2011 00:00:00
59300,10/08/2015 13:06:35,31,A05,09/15/2011 00:00:00
59301,10/08/2015 13:06:36,18,A05,09/15/2011 00:00:00
59302,10/08/2015 13:06:38,25,A05,09/15/2011 00:00:00
59303,10/08/2015 13:06:40,32,A05,09/15/2011 00:00:00
59304,10/08/2015 13:06:41,31,A05,09/15/2011 00:00:00
59305,10/08/2015 13:06:43,24,A05,09/15/2011 00:00:00
59306,10/08/2015 13:06:45,17,A05,09/15/2011 00:00:00
59307,10/08/2015 13:06:47,22,A05,09/15/2011 00:00:00
59308,10/08/2015 13:06:49,29,A05,09/15/2011 00:00:00
59309,10/08/2015 13:06:50,36,A05,09/15/2011 00:00:00
59310,10/08/2015 13:06:52,23,A05,09/15/2011 00:00:00
59311,10/08/2015 13:06:53,30,A05,09/15/2011 00:00:00
59312,10/08/2015 13:06:55,33,A05,09/15/2011 00:00:00
59313,10/08/2015 13:06:57,26,A05,09/15/2011 00:00:00
59314,10/08/2015 13:06:59,19,A05,09/15/2011 00:00:00
59315,10/08/2015 13:07:00,20,A05,09/15/2011 00:00:00
59316,10/08/2015 13:07:02,27,A05,09/15/2011 00:00:00
59317,10/08/2015 13:07:04,34,A05,09/15/2011 00:00:00
59318,10/08/2015 13:07:05,21,A05,09/15/2011 00:00:00
59319,10/08/2015 13:07:07,28,A05,09/15/2011 00:00:00
59320,10/08/2015 13:07:09,35,A05,09/15/2011 00:00:00
59321,10/08/2015 13:07:10,28,A05,09/15/2011 00:00:00
59322,10/08/2015 13:07:12,21,A05,09/15/2011 00:00:00
59323,10/08/2015 13:07:14,18,A05,09/15/2011 00:00:00
59324,10/08/2015 13:07:16,25,A05,09/15/2011 00:00:00
59325,10/08/2015 13:07:17,32,A05,09/15/2011 00:00:00
59326,10/08/2015 13:07:19,19,A05,09/15/2011 00:00:00
59327,10/08/2015 13:07:21,26,A05,09/15/2011 00:00:00
59328,10/08/2015 13:07:23,33,A05,09/15/2011 00:00:00
59329,10/08/2015 13:07:25,30,A05,09/15/2011 00:00:00
59330,10/08/2015 13:07:26,23,A05,09/15/2011 00:00:00
59331,10/08/2015 13:07:28,16,A05,09/15/2011 00:00:00
59332,10/08/2015 13:07:29,23,A05,09/15/2011 00:00:00
59333,10/08/2015 13:07:31,30,A05,09/15/2011 00:00:00
59334,10/08/2015 13:07:33,17,A05,09/15/2011 00:00:00
59335,10/08/2015 13:07:35,24,A05,09/15/2011 00:00:00
59336,10/08/2015 13:07:37,31,A05,09/15/2011 00:00:00
59337,10/08/2015 13:07:38,32,A05,09/15/2011 00:00:00
59338,10/08/2015 13:07:40,25,A05,09/15/2011 00:00:00
59339,10/08/2015 13:07:41,18,A05,09/15/2011 00:00:00
59340,10/08/2015 13:07:43,21,A05,09/15/2011 00:00:00
59341,10/08/2015 13:07:45,28,A05,09/15/2011 00:00:00
59342,10/08/2015 13:07:47,35,A05,09/15/2011 00:00:00
59343,10/08/2015 13:07:49,22,A05,09/15/2011 00:00:00
59344,10/08/2015 13:07:50,29,A05,09/15/2011 00:00:00
59345,10/08/2015 13:07:52,34,A05,09/15/2011 00:00:00
59346,10/08/2015 13:07:54,27,A05,09/15/2011 00:00:00
59347,10/08/2015 13:07:55,20,A05,09/15/2011 00:00:00
59348,10/08/2015 13:07:57,19,A05,09/15/2011 00:00:00
59349,10/08/2015 13:07:59,26,A05,09/15/2011 00:00:00
59350,10/08/2015 13:08:00,33,A05,09/15/2011 00:00:00
59351,10/08/2015 13:08:02,20,A05,09/15/2011 00:00:00
59352,10/08/2015 13:08:04,27,A05,09/15/2011 00:00:00
59353,10/08/2015 13:08:05,34,A05,09/15/2011 00:00:00
59354,10/08/2015 13:08:07,29,A05,09/15/2011 00:00:00
59355,10/08/2015 13:08:09,22,A05,09/15/2011 00:00:00
59356,10/08/2015 13:08:11,17,A05,09/15/2011 00:00:00
59357,10/08/2015 13:08:12,24,A05,09/15/2011 00:00:00
59358,10/08/2015 13:08:14,31,A05,09/15/2011 00:00:00
59359,10/08/2015 13:08:16,18,A05,09/15/2011 00:00:00
59360,10/08/2015 13:08:17,25,A05,09/15/2011 00:00:00
59361,10/08/2015 13:08:19,32,A05,09/15/2011 00:00:00
59362,10/08/2015 13:08:21,31,A05,09/15/2011 00:00:00
59363,10/08/2015 13:08:23,24,A05,09/15/2011 00:00:00
59364,10/08/2015 13:08:24,17,A05,09/15/2011 00:00:00
59365,10/08/2015 13:08:26,22,A05,09/15/2011 00:00:00
59366,10/08/2015 13:08:28,29,A05,09/15/2011 00:00:00
59367,10/08/2015 13:08:30,36,A05,09/15/2011 00:00:00
59368,10/08/2015 13:08:31,23,A05,09/15/2011 00:00:00
59369,10/08/2015 13:08:33,30,A05,09/15/2011 00:00:00
59370,10/08/2015 13:08:35,33,A05,09/15/2011 00:00:00
59371,10/08/2015 13:08:36,26,A05,09/15/2011 00:00:00
59372,10/08/2015 13:08:38,19,A05,09/15/2011 00:00:00
59373,10/08/2015 13:08:40,20,A05,09/15/2011 00:00:00
59374,10/08/2015 13:08:42,27,A05,09/15/2011 00:00:00
59375,10/08/2015 13:08:43,34,A05,09/15/2011 00:00:00
59376,10/08/2015 13:08:45,21,A05,09/15/2011 00:00:00
59377,10/08/2015 13:08:47,28,A05,09/15/2011 00:00:00
59378,10/08/2015 13:08:48,35,A05,09/15/2011 00:00:00
59379,10/08/2015 13:08:50,28,A05,09/15/2011 00:00:00
59380,10/08/2015 13:08:51,21,A05,09/15/2011 00:00:00
59381,10/08/2015 13:08:53,18,A05,09/15/2011 00:00:00
59382,10/08/2015 13:08:55,25,A05,09/15/2011 00:00:00
59383,10/08/2015 13:08:57,32,A05,09/15/2011 00:00:00
59384,10/08/2015 13:08:59,19,A05,09/15/2011 00:00:00
59385,10/08/2015 13:09:00,26,A05,09/15/2011 00:00:00
59386,10/08/2015 13:09:02,33,A05,09/15/2011 00:00:00
59387,10/08/2015 13:09:04,30,A05,09/15/2011 00:00:00
59388,10/08/2015 13:09:06,23,A05,09/15/2011 00:00:00
59389,10/08/2015 13:09:08,16,A05,09/15/2011 00:00:00
59390,10/08/2015 13:09:09,23,A05,09/15/2011 00:00:00
59391,10/08/2015 13:09:11,30,A05,09/15/2011 00:00:00
59392,10/08/2015 13:09:13,17,A05,09/15/2011 00:00:00
59393,10/08/2015 13:09:14,24,A05,09/15/2011 00:00:00
59394,10/08/2015 13:09:16,31,A05,09/15/2011 00:00:00
59395,10/08/2015 13:09:18,32,A05,09/15/2011 00:00:00
59396,10/08/2015 13:09:20,25,A05,09/15/2011 00:00:00
59397,10/08/2015 13:09:21,18,A05,09/15/2011 00:00:00
59398,10/08/2015 13:09:23,21,A05,09/15/2011 00:00:00
59399,10/08/2015 13:09:25,28,A05,09/15/2011 00:00:00
59400,10/08/2015 13:09:26,35,A05,09/15/2011 00:00:00
59401,10/08/2015 13:09:28,22,A05,09/15/2011 00:00:00
59402,10/08/2015 13:09:30,29,A05,09/15/2011 00:00:00
59403,10/08/2015 13:09:31,34,A05,09/15/2011 00:00:00
59404,10/08/2015 13:09:33,27,A05,09/15/2011 00:00:00
59405,10/08/2015 13:09:35,20,A05,09/15/2011 00:00:00
59406,10/08/2015 13:09:36,19,A05,09/15/2011 00:00:00
59407,10/08/2015 13:09:38,26,A05,09/15/2011 00:00:00
59408,10/08/2015 13:09:40,33,A05,09/15/2011 00:00:00
59409,10/08/2015 13:09:41,20,A05,09/15/2011 00:00:00
59410,10/08/2015 13:09:43,27,A05,09/15/2011 00:00:00
59411,10/08/2015 13:09:45,34,A05,09/15/2011 00:00:00
59412,10/08/2015 13:09:47,29,A05,09/15/2011 00:00:00
59413,10/08/2015 13:09:48,22,A05,09/15/2011 00:00:00
59414,10/08/2015 13:09:50,17,A05,09/15/2011 00:00:00
59415,10/08/2015 13:09:52,24,A05,09/15/2011 00:00:00
59416,10/08/2015 13:09:53,31,A05,09/15/2011 00:00:00
59417,10/08/2015 13:09:55,18,A05,09/15/2011 00:00:00
59418,10/08/2015 13:09:57,25,A05,09/15/2011 00:00:00
59419,10/08/2015 13:09:58,32,A05,09/15/2011 00:00:00
59420,10/08/2015 13:10:00,31,A05,09/15/2011 00:00:00
59421,10/08/2015 13:10:02,24,A05,09/15/2011 00:00:00
59422,10/08/2015 13:10:03,17,A05,09/15/2011 00:00:00
59423,10/08/2015 13:10:05,22,A05,09/15/2011 00:00:00
59424,10/08/2015 13:10:07,29,A05,09/15/2011 00:00:00
59425,10/08/2015 13:10:09,36,A05,09/15/2011 00:00:00
59426,10/08/2015 13:10:10,23,A05,09/15/2011 00:00:00
59427,10/08/2015 13:10:12,30,A05,09/15/2011 00:00:00
59428,10/08/2015 13:10:14,33,A05,09/15/2011 00:00:00
59429,10/08/2015 13:10:15,26,A05,09/15/2011 00:00:00
59430,10/08/2015 13:10:17,19,A05,09/15/2011 00:00:00
59431,10/08/2015 13:10:19,20,A05,09/15/2011 00:00:00
59432,10/08/2015 13:10:20,27,A05,09/15/2011 00:00:00
59433,10/08/2015 13:10:22,34,A05,09/15/2011 00:00:00
59434,10/08/2015 13:10:24,21,A05,09/15/2011 00:00:00
59435,10/08/2015 13:10:25,28,A05,09/15/2011 00:00:00
59436,10/08/2015 13:10:27,35,A05,09/15/2011 00:00:00
59437,10/08/2015 13:10:29,28,A05,09/15/2011 00:00:00
59438,10/08/2015 13:10:31,21,A05,09/15/2011 00:00:00
59439,10/08/2015 13:10:32,18,A05,09/15/2011 00:00:00
59440,10/08/2015 13:10:34,25,A05,09/15/2011 00:00:00
59441,10/08/2015 13:10:35,32,A05,09/15/2011 00:00:00
59442,10/08/2015 13:10:37,19,A05,09/15/2011 00:00:00
59443,10/08/2015 13:10:39,26,A05,09/15/2011 00:00:00
59444,10/08/2015 13:10:40,33,A05,09/15/2011 00:00:00
59445,10/08/2015 13:10:42,30,A05,09/15/2011 00:00:00
59446,10/08/2015 13:10:44,23,A05,09/15/2011 00:00:00
59447,10/08/2015 13:10:45,16,A05,09/15/2011 00:00:00
59448,10/08/2015 13:10:47,23,A05,09/15/2011 00:00:00
59449,10/08/2015 13:10:49,30,A05,09/15/2011 00:00:00
59450,10/08/2015 13:10:50,17,A05,09/15/2011 00:00:00
59451,10/08/2015 13:10:52,24,A05,09/15/2011 00:00:00
59452,10/08/2015 13:10:54,31,A05,09/15/2011 00:00:00
59453,10/08/2015 13:10:55,32,A05,09/15/2011 00:00:00
59454,10/08/2015 13:10:57,25,A05,09/15/2011 00:00:00
59455,10/08/2015 13:10:59,18,A05,09/15/2011 00:00:00
59456,10/08/2015 13:11:00,21,A05,09/15/2011 00:00:00
59457,10/08/2015 13:11:02,28,A05,09/15/2011 00:00:00
59458,10/08/2015 13:11:04,35,A05,09/15/2011 00:00:00
59459,10/08/2015 13:11:05,22,A05,09/15/2011 00:00:00
59460,10/08/2015 13:11:07,29,A05,09/15/2011 00:00:00
59461,10/08/2015 13:11:09,34,A05,09/15/2011 00:00:00
59462,10/08/2015 13:11:10,27,A05,09/15/2011 00:00:00
59463,10/08/2015 13:11:12,20,A05,09/15/2011 00:00:00
59464,10/08/2015 13:11:14,19,A05,09/15/2011 00:00:00
59465,10/08/2015 13:11:15,26,A05,09/15/2011 00:00:00
59466,10/08/2015 13:11:17,33,A05,09/15/2011 00:00:00
59467,10/08/2015 13:11:19,20,A05,09/15/2011 00:00:00
59468,10/08/2015 13:11:20,27,A05,09/15/2011 00:00:00
59469,10/08/2015 13:11:22,34,A05,09/15/2011 00:00:00
59470,10/08/2015 13:11:24,29,A05,09/15/2011 00:00:00
59471,10/08/2015 13:11:25,22,A05,09/15/2011 00:00:00
59472,10/08/2015 13:11:27,17,A05,09/15/2011 00:00:00
59473,10/08/2015 13:11:28,24,A05,09/15/2011 00:00:00
59474,10/08/2015 13:11:30,31,A05,09/15/2011 00:00:00
59475,10/08/2015 13:11:32,18,A05,09/15/2011 00:00:00
59476,10/08/2015 13:11:33,25,A05,09/15/2011 00:00:00
59477,10/08/2015 13:11:35,32,A05,09/15/2011 00:00:00
59478,10/08/2015 13:11:36,31,A05,09/15/2011 00:00:00
59479,10/08/2015 13:11:38,24,A05,09/15/2011 00:00:00
59480,10/08/2015 13:11:40,17,A05,09/15/2011 00:00:00
59481,10/08/2015 13:11:42,22,A05,09/15/2011 00:00:00
59482,10/08/2015 13:11:43,29,A05,09/15/2011 00:00:00
59483,10/08/2015 13:11:45,36,A05,09/15/2011 00:00:00
59484,10/08/2015 13:11:47,23,A05,09/15/2011 00:00:00
59485,10/08/2015 13:11:49,30,A05,09/15/2011 00:00:00
59486,10/08/2015 13:11:50,33,A05,09/15/2011 00:00:00
59487,10/08/2015 13:11:52,26,A05,09/15/2011 00:00:00
59488,10/08/2015 13:11:54,19,A05,09/15/2011 00:00:00
59489,10/08/2015 13:11:55,20,A05,09/15/2011 00:00:00
59490,10/08/2015 13:11:57,27,A05,09/15/2011 00:00:00
59491,10/08/2015 13:11:59,34,A05,09/15/2011 00:00:00
59492,10/08/2015 13:12:00,21,A05,09/15/2011 00:00:00
59493,10/08/2015 13:12:02,28,A05,09/15/2011 00:00:00
59494,10/08/2015 13:12:04,35,A05,09/15/2011 00:00:00
59495,10/08/2015 13:12:05,28,A05,09/15/2011 00:00:00
59496,10/08/2015 13:12:07,21,A05,09/15/2011 00:00:00
59497,10/08/2015 13:12:09,18,A05,09/15/2011 00:00:00
59498,10/08/2015 13:12:10,25,A05,09/15/2011 00:00:00
59499,10/08/2015 13:12:12,32,A05,09/15/2011 00:00:00
59500,10/08/2015 13:12:14,19,A05,09/15/2011 00:00:00
59501,10/08/2015 13:12:15,26,A05,09/15/2011 00:00:00
59502,10/08/2015 13:12:17,21,A05,09/15/2011 00:00:00
59503,10/08/2015 13:12:19,28,A05,09/15/2011 00:00:00
59504,10/08/2015 13:12:21,35,A05,09/15/2011 00:00:00
59505,10/08/2015 13:12:22,28,A05,09/15/2011 00:00:00
59506,10/08/2015 13:12:24,18,A05,09/15/2011 00:00:00
59507,10/08/2015 13:12:26,25,A05,09/15/2011 00:00:00
59508,10/08/2015 13:12:28,32,A05,09/15/2011 00:00:00
59509,10/08/2015 13:12:29,19,A05,09/15/2011 00:00:00
59510,10/08/2015 13:12:31,21,A05,09/15/2011 00:00:00
59511,10/08/2015 13:12:33,28,A05,09/15/2011 00:00:00
59512,10/08/2015 13:12:34,35,A05,09/15/2011 00:00:00
59513,10/08/2015 13:12:36,22,A05,09/15/2011 00:00:00
59514,10/08/2015 13:12:38,29,A05,09/15/2011 00:00:00
59515,10/08/2015 13:12:39,34,A05,09/15/2011 00:00:00
59516,10/08/2015 13:12:41,27,A05,09/15/2011 00:00:00
59517,10/08/2015 13:12:43,20,A05,09/15/2011 00:00:00
59518,10/08/2015 13:12:45,19,A05,09/15/2011 00:00:00
59519,10/08/2015 13:12:46,26,A05,09/15/2011 00:00:00
59520,10/08/2015 13:12:48,33,A05,09/15/2011 00:00:00
59521,10/08/2015 13:12:50,20,A05,09/15/2011 00:00:00
59522,10/08/2015 13:12:51,27,A05,09/15/2011 00:00:00
59523,10/08/2015 13:12:53,34,A05,09/15/2011 00:00:00
59524,10/08/2015 13:12:54,29,A05,09/15/2011 00:00:00
59525,10/08/2015 13:12:56,22,A05,09/15/2011 00:00:00
59526,10/08/2015 13:12:58,17,A05,09/15/2011 00:00:00
59527,10/08/2015 13:13:00,24,A05,09/15/2011 00:00:00
59528,10/08/2015 13:13:01,31,A05,09/15/2011 00:00:00
59529,10/08/2015 13:13:03,18,A05,09/15/2011 00:00:00
59530,10/08/2015 13:13:05,25,A05,09/15/2011 00:00:00
59531,10/08/2015 13:13:06,32,A05,09/15/2011 00:00:00
59532,10/08/2015 13:13:08,31,A05,09/15/2011 00:00:00
59533,10/08/2015 13:13:10,24,A05,09/15/2011 00:00:00
59534,10/08/2015 13:13:12,17,A05,09/15/2011 00:00:00
59535,10/08/2015 13:13:13,22,A05,09/15/2011 00:00:00
59536,10/08/2015 13:13:15,29,A05,09/15/2011 00:00:00
59537,10/08/2015 13:13:17,36,A05,09/15/2011 00:00:00
59538,10/08/2015 13:13:18,23,A05,09/15/2011 00:00:00
59539,10/08/2015 13:13:20,30,A05,09/15/2011 00:00:00
59540,10/08/2015 13:13:21,33,A05,09/15/2011 00:00:00
59541,10/08/2015 13:13:23,26,A05,09/15/2011 00:00:00
